PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
664,0,3,0,36,0,0,349210,7,0
665,1,3,0,20,1,0,2,7,0
666,0,2,0,32,2,0,14879,73,0
667,0,2,0,25,0,0,234686,13,0
668,0,3,0,0,0,0,312993,7,0
669,0,3,0,43,0,0,53536,8,0
670,1,1,1,0,1,0,19996,52,0
671,1,2,1,40,1,1,29750,39,0
672,0,1,0,31,1,0,12750,52,0
673,0,2,0,70,0,0,24580,10,0
674,1,2,0,31,0,0,244270,13,0
675,0,2,0,0,0,0,239856,0,0
676,0,3,0,18,0,0,349912,7,0
677,0,3,0,24,0,0,342826,8,0
678,1,3,1,18,0,0,4138,9,0
679,0,3,1,43,1,6,2144,46,0
680,1,1,0,36,0,1,17755,512,1
681,0,3,1,0,0,0,330935,8,2
682,1,1,0,27,0,0,17572,76,1
683,0,3,0,20,0,0,6563,9,0
684,0,3,0,14,5,2,2144,46,0
685,0,2,0,60,1,1,29750,39,0
686,0,2,0,25,1,2,2123,41,1
687,0,3,0,14,4,1,3101295,39,0
688,0,3,0,19,0,0,349228,10,0
689,0,3,0,18,0,0,350036,7,0
690,1,1,1,15,0,1,24160,211,0
691,1,1,0,31,1,0,17474,57,0
692,1,3,1,4,0,1,349256,13,1
693,1,3,0,0,0,0,1601,56,0
694,0,3,0,25,0,0,2672,7,1
695,0,1,0,60,0,0,113800,26,0
696,0,2,0,52,0,0,248731,13,0
697,0,3,0,44,0,0,363592,8,0
698,1,3,1,0,0,0,35852,7,2
699,0,1,0,49,1,1,17421,110,1
700,0,3,0,42,0,0,348121,7,0
701,1,1,1,18,1,0,17757,227,1
702,1,1,0,35,0,0,17475,26,0
703,0,3,1,18,0,1,2691,14,1
704,0,3,0,25,0,0,36864,7,2
705,0,3,0,26,1,0,350025,7,0
706,0,2,0,39,0,0,250655,26,0
707,1,2,1,45,0,0,223596,13,0
708,1,1,0,42,0,0,17476,26,0
709,1,1,1,22,0,0,113781,151,0
710,1,3,0,0,1,1,2661,15,1
711,1,1,1,24,0,0,17482,49,1
712,0,1,0,0,0,0,113028,26,0
713,1,1,0,48,1,0,19996,52,0
714,0,3,0,29,0,0,7545,9,0
715,0,2,0,52,0,0,250647,13,0
716,0,3,0,19,0,0,348124,7,0
717,1,1,1,38,0,0,17757,227,1
718,1,2,1,27,0,0,34218,10,0
719,0,3,0,0,0,0,36568,15,2
720,0,3,0,33,0,0,347062,7,0
721,1,2,1,6,0,1,248727,33,0
722,0,3,0,17,1,0,350048,7,0
723,0,2,0,34,0,0,12233,13,0
724,0,2,0,50,0,0,250643,13,0
725,1,1,0,27,1,0,113806,53,0
726,0,3,0,20,0,0,315094,8,0
727,1,2,1,30,3,0,31027,21,0
728,1,3,1,0,0,0,36866,7,2
729,0,2,0,25,1,0,236853,26,0
730,0,3,1,25,1,0,2,7,0
731,1,1,1,29,0,0,24160,211,0
732,0,3,0,11,0,0,2699,18,1
733,0,2,0,0,0,0,239855,0,0
734,0,2,0,23,0,0,28425,13,0
735,0,2,0,23,0,0,233639,13,0
736,0,3,0,28,0,0,54636,16,0
737,0,3,1,48,1,3,6608,34,0
738,1,1,0,35,0,0,17755,512,1
739,0,3,0,0,0,0,349201,7,0
740,0,3,0,0,0,0,349218,7,0
741,1,1,0,0,0,0,16988,30,0
742,0,1,0,36,1,0,19877,78,0
743,1,1,1,21,2,2,17608,262,1
744,0,3,0,24,1,0,376566,16,0
745,1,3,0,31,0,0,2,7,0
746,0,1,0,70,1,1,5735,71,0
747,0,3,0,16,1,1,2673,20,0
748,1,2,1,30,0,0,250648,13,0
749,0,1,0,19,1,0,113773,53,0
750,0,3,0,31,0,0,335097,7,2
751,1,2,1,4,1,1,29103,23,0
752,1,3,0,6,0,1,392096,12,0
753,0,3,0,33,0,0,345780,9,0
754,0,3,0,23,0,0,349204,7,0
755,1,2,1,48,1,2,220845,65,0
756,1,2,0,0,1,1,250649,14,0
757,0,3,0,28,0,0,350042,7,0
758,0,2,0,18,0,0,29108,11,0
759,0,3,0,34,0,0,363294,8,0
760,1,1,1,33,0,0,110152,86,0
761,0,3,0,0,0,0,358585,14,0
762,0,3,0,41,0,0,23101272,7,0
763,1,3,0,20,0,0,2663,7,1
764,1,1,1,36,1,2,113760,120,0
765,0,3,0,16,0,0,347074,7,0
766,1,1,1,51,1,0,13502,77,0
767,0,1,0,0,0,0,112379,39,1
768,0,3,1,30,0,0,364850,7,2
769,0,3,0,0,1,0,371110,24,2
770,0,3,0,32,0,0,8471,8,0
771,0,3,0,24,0,0,345781,9,0
772,0,3,0,48,0,0,350047,7,0
773,0,2,1,57,0,0,3,10,0
774,0,3,0,0,0,0,2674,7,1
775,1,2,1,54,1,3,29105,23,0
776,0,3,0,18,0,0,347078,7,0
777,0,3,0,0,0,0,383121,7,2
778,1,3,1,5,0,0,364516,12,0
779,0,3,0,0,0,0,36865,7,2
780,1,1,1,43,0,1,24160,211,0
781,1,3,1,13,0,0,2687,7,1
782,1,1,1,17,1,0,17474,57,0
783,0,1,0,29,0,0,113501,30,0
784,0,3,0,0,1,2,6607,23,0
785,0,3,0,25,0,0,3101312,7,0
786,0,3,0,25,0,0,374887,7,0
787,1,3,1,18,0,0,3101265,7,0
788,0,3,0,8,4,1,382652,29,2
789,1,3,0,1,1,2,2315,20,0
790,0,1,0,46,0,0,17593,79,1
791,0,3,0,0,0,0,12460,7,2
792,0,2,0,16,0,0,239865,26,0
793,0,3,1,0,8,2,0,69,0
794,0,1,0,0,0,0,17600,30,1
795,0,3,0,25,0,0,349203,7,0
796,0,2,0,39,0,0,28213,13,0
797,1,1,1,49,0,0,17465,25,0
798,1,3,1,31,0,0,349244,8,0
799,0,3,0,30,0,0,2685,7,1
800,0,3,1,30,1,1,345773,24,0
801,0,2,0,34,0,0,250647,13,0
802,1,2,1,31,1,1,31921,26,0
803,1,1,0,11,1,2,113760,120,0
804,1,3,0,0,0,1,2625,8,1
805,1,3,0,27,0,0,347089,6,0
806,0,3,0,31,0,0,347063,7,0
807,0,1,0,39,0,0,112050,0,0
808,0,3,1,18,0,0,347087,7,0
809,0,2,0,39,0,0,248723,13,0
810,1,1,1,33,1,0,113806,53,0
811,0,3,0,26,0,0,3474,7,0
812,0,3,0,39,0,0,448871,24,0
813,0,2,0,35,0,0,28206,10,0
814,0,3,1,6,4,2,347082,31,0
815,0,3,0,30,0,0,364499,8,0
816,0,1,0,0,0,0,112058,0,0
817,0,3,1,23,0,0,2,7,0
818,0,2,0,31,1,1,2079,37,1
819,0,3,0,43,0,0,7075,6,0
820,0,3,0,10,3,2,347088,27,0
821,1,1,1,52,1,1,12749,93,0
822,1,3,0,27,0,0,315098,8,0
823,0,1,0,38,0,0,19972,0,0
824,1,3,1,27,0,1,392096,12,0
825,0,3,0,2,4,1,3101295,39,0
826,0,3,0,0,0,0,368323,6,2
827,0,3,0,0,0,0,1601,56,0
828,1,2,0,1,0,2,2079,37,1
829,1,3,0,0,0,0,367228,7,2
830,1,1,1,62,0,0,113572,80,2
831,1,3,1,15,1,0,2659,14,1
832,1,2,0,0,1,1,29106,18,0
833,0,3,0,0,0,0,2671,7,1
834,0,3,0,23,0,0,347468,7,0
835,0,3,0,18,0,0,2223,8,0
836,1,1,1,39,1,1,17756,83,1
837,0,3,0,21,0,0,315097,8,0
838,0,3,0,0,0,0,392092,8,0
839,1,3,0,32,0,0,1601,56,0
840,1,1,0,0,0,0,11774,29,1
841,0,3,0,20,0,0,23101287,7,0
842,0,2,0,16,0,0,3,10,0
843,1,1,1,30,0,0,113798,31,1
844,0,3,0,34,0,0,2683,6,1
845,0,3,0,17,0,0,315090,8,0
846,0,3,0,42,0,0,5547,7,0
847,0,3,0,0,8,2,0,69,0
848,0,3,0,35,0,0,349213,7,1
849,0,2,0,28,0,1,248727,33,0
850,1,1,1,0,1,0,17453,89,1
851,0,3,0,4,4,2,347082,31,0
852,0,3,0,74,0,0,347060,7,0
853,0,3,1,9,1,1,2678,15,1
854,1,1,1,16,0,1,17592,39,0
855,0,2,1,44,1,0,244252,26,0
856,1,3,1,18,0,1,392091,9,0
857,1,1,1,45,1,1,36928,164,0
858,1,1,0,51,0,0,113055,26,0
859,1,3,1,24,0,3,2666,19,1
860,0,3,0,0,0,0,2629,7,1
861,0,3,0,41,2,0,350026,14,0
862,0,2,0,21,1,0,28134,11,0
863,1,1,1,48,0,0,17466,25,0
864,0,3,1,0,8,2,0,69,0
865,0,2,0,24,0,0,233866,13,0
866,1,2,1,42,0,0,236852,13,0
867,1,2,1,27,1,0,2149,13,1
868,0,1,0,31,0,0,17590,50,0
869,0,3,0,0,0,0,345777,9,0
870,1,3,0,4,1,1,347742,11,0
871,0,3,0,26,0,0,349248,7,0
872,1,1,1,47,1,1,11751,52,0
873,0,1,0,33,0,0,695,5,0
874,0,3,0,47,0,0,345765,9,0
875,1,2,1,28,1,0,3381,24,1
876,1,3,1,15,0,0,2667,7,1
877,0,3,0,20,0,0,7534,9,0
878,0,3,0,19,0,0,349212,7,0
879,0,3,0,0,0,0,349217,7,0
880,1,1,1,56,0,1,11767,83,1
881,1,2,1,25,0,1,230433,26,0
882,0,3,0,33,0,0,349257,7,0
883,0,3,1,22,0,0,7552,10,0
884,0,2,0,28,0,0,34068,10,0
885,0,3,0,25,0,0,392076,7,0
886,0,3,1,39,0,5,382652,29,2
887,0,2,0,27,0,0,211536,13,0
888,1,1,1,19,0,0,112053,30,0
889,0,3,1,0,1,2,6607,23,0
890,1,1,0,26,0,0,111369,30,1
891,0,3,0,32,0,0,370376,7,2
